group,layer_index,op_name,family,fused,fused_nodes,wall_median_ms_median,wall_median_ms_p10,wall_median_ms_p90,wall_median_ms_cv,compute_wall_median_ms_median,compute_wall_median_ms_p10,compute_wall_median_ms_p90,compute_wall_median_ms_cv,barrier_wall_median_ms_median,barrier_wall_median_ms_p10,barrier_wall_median_ms_p90,barrier_wall_median_ms_cv,logical_read_bytes_median,logical_read_bytes_p10,logical_read_bytes_p90,logical_read_bytes_cv,logical_write_bytes_median,logical_write_bytes_p10,logical_write_bytes_p90,logical_write_bytes_cv,q1_logical_read_bytes_median,q1_logical_read_bytes_p10,q1_logical_read_bytes_p90,q1_logical_read_bytes_cv,q8_logical_read_bytes_median,q8_logical_read_bytes_p10,q8_logical_read_bytes_p90,q8_logical_read_bytes_cv,q1_wall_median_ms_median,q1_wall_median_ms_p10,q1_wall_median_ms_p90,q1_wall_median_ms_cv,f32_to_q8_wall_median_ms_median,f32_to_q8_wall_median_ms_p10,f32_to_q8_wall_median_ms_p90,f32_to_q8_wall_median_ms_cv
layer=22|op=CONCAT|family=CONCAT,22,CONCAT,CONCAT,False,1,0.218959,0.0882254,0.2197998,0.38489076901651204,0.087749,0.0871086,0.10308300000000001,0.08888483063966893,0.21775,0.0868418,0.2186082,0.38844649207825444,163840.0,163840.0,163840.0,0.0,163840.0,163840.0,163840.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=22|op=GATED_DELTA_NET|family=GATED_DELTA_NET,22,GATED_DELTA_NET,GATED_DELTA_NET,False,1,1.115958,1.0641996,1.2126504,0.06157454787648747,1.107166,1.0583836,1.2060252,0.06203753141275837,0.106709,0.09810780000000001,0.23757520000000001,0.43094697517752373,3187072.0,3187072.0,3187072.0,0.0,3170304.0,3170304.0,3170304.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=22|op=GET_ROWS|family=GET_ROWS,22,GET_ROWS,GET_ROWS,False,1,0.031042,0.0235584,0.038200200000000004,0.22710856843631744,0.029959,0.022475,0.0349246,0.20023943363521116,0.029708,0.022591399999999998,0.037458200000000004,0.23602221402548715,122884.0,122884.0,122884.0,0.0,122880.0,122880.0,122880.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=22|op=GLU|family=GLU,22,GLU,GLU,False,1,0.047333,0.046475,0.129175,0.7354515723359555,0.045875,0.0454086,0.12620019999999998,0.7390914109068393,0.045291,0.044134,0.12678340000000002,0.7566963502192593,139264.0,139264.0,139264.0,0.0,69632.0,69632.0,69632.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=22|op=L2_NORM|family=L2_NORM,22,L2_NORM,L2_NORM,False,1,0.0060415,0.0059045,0.0062252,0.024156018789145035,0.004791999999999999,0.0047125000000000005,0.0048626,0.014417891245923641,0.0037914999999999997,0.0035707,0.0039167,0.04116559717231599,8192.0,8192.0,8192.0,0.0,8192.0,8192.0,8192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=22|op=MUL_MAT|family=MUL_MAT,22,MUL_MAT,MUL_MAT,False,1,2.262375,2.2595663999999998,2.2858914,0.005409450935271336,2.256875,2.25475,2.2791664000000003,0.005054935881941488,0.167667,0.14200859999999998,0.1867918,0.13499654563459548,12554240.0,12554240.0,12554240.0,0.0,24576.0,24576.0,24576.0,0.0,12533760.0,12533760.0,12533760.0,0.0,23674880.0,23674880.0,23674880.0,0.0,2.246666,2.2385829999999998,2.2632086,0.0053128672018513574,0.0,0.0,0.0,
layer=22|op=MUL|family=MUL,22,MUL,MUL,False,1,0.00325,0.0027748,0.0039250000000000005,0.15483016561210705,0.002,0.0016834,0.0023834,0.15247705083688426,0.001625,0.0014082,0.0028664,0.3419725476110261,384.0,384.0,384.0,0.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=22|op=RMS_NORM|family=fused:RMS_NORM,22,RMS_NORM,fused:RMS_NORM,True,2,0.048542,0.012508400000000001,0.052092,0.5292313681611126,0.035001,0.011474999999999999,0.0407666,0.4846777921476379,0.03075,0.010924999999999999,0.045784,0.5476220394668886,20480.0,20480.0,20480.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=22|op=SSM_CONV|family=SSM_CONV,22,SSM_CONV,SSM_CONV,False,1,0.042875,0.0404416,0.0474914,0.0790725850569729,0.041417,0.0394248,0.046191800000000005,0.08042101538676646,0.016791,0.0129418,0.022324999999999998,0.23792270430940513,327680.0,327680.0,327680.0,0.0,40960.0,40960.0,40960.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=22|op=UNARY|family=UNARY,22,UNARY,UNARY,False,1,0.004625,0.004267,0.0050918,0.08677342196111192,0.003583,0.0033666,0.0041086000000000004,0.10032550252426455,0.003083,0.002892,0.003708,0.11446652613806776,192.0,192.0,192.0,0.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=23|op=ADD|family=ADD,23,ADD,ADD,False,1,0.020063,0.0109623,0.020995899999999998,0.2820114014482866,0.016896,0.0097748,0.0185498,0.2750687938609087,0.0184585,0.0090753,0.019245599999999998,0.3218266368481779,40960.0,40960.0,40960.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=23|op=CONT|family=CONT,23,CONT,CONT,False,1,0.009,0.008708200000000001,0.0094416,0.03590906124803827,0.007208,0.0069916,0.0075334,0.03292260950181561,0.005292,0.0047004,0.0057082,0.08633738777039243,48128.0,48128.0,48128.0,0.0,24576.0,24576.0,24576.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=23|op=FLASH_ATTN_EXT|family=FLASH_ATTN_EXT,23,FLASH_ATTN_EXT,FLASH_ATTN_EXT,False,1,0.07725,0.076141,0.077767,0.009653284548857983,0.075042,0.07369139999999999,0.0758834,0.013622427496348606,0.020584,0.020441400000000002,0.0221916,0.050806032231137936,1073664.0,1073664.0,1073664.0,0.0,24576.0,24576.0,24576.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=23|op=GLU|family=GLU,23,GLU,GLU,False,1,0.181375,0.046575,0.1873748,0.5232205617109705,0.178417,0.0452836,0.1833754,0.5254368034576818,0.17975,0.044375,0.185166,0.532059384768268,139264.0,139264.0,139264.0,0.0,69632.0,69632.0,69632.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=23|op=MUL_MAT|family=MUL_MAT,23,MUL_MAT,MUL_MAT,False,1,1.637042,1.6066167999999998,1.7869588,0.06296746007721218,1.631417,1.6027335999999999,1.6440084,0.011665526376645086,0.129084,0.1072922,0.1584414,0.19455518825525292,8867840.0,8867840.0,8867840.0,0.0,20480.0,20480.0,20480.0,0.0,8847360.0,8847360.0,8847360.0,0.0,16711680.0,16711680.0,16711680.0,0.0,1.621709,1.5886745999999998,1.6330168,0.012432811731491225,0.0,0.0,0.0,
layer=23|op=MUL|family=MUL,23,MUL,MUL,False,1,0.015625,0.0053748,0.016291800000000002,0.44233233790441956,0.007875,0.0044252,0.0148004,0.5028120022558378,0.0145,0.0036,0.0150502,0.5311107893120075,49152.0,49152.0,49152.0,0.0,24576.0,24576.0,24576.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=23|op=RMS_NORM|family=fused:RMS_NORM,23,RMS_NORM,fused:RMS_NORM,True,2,0.016396,0.0110169,0.018696,0.22822455835991143,0.011875,0.0099834,0.0143919,0.16028574659335024,0.010333,0.0096251,0.0117707,0.09062006787260804,20480.0,20480.0,20480.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=23|op=ROPE|family=ROPE,23,ROPE,ROPE,False,1,0.013562000000000001,0.0133747,0.0156751,0.0918081703008891,0.012104,0.0116207,0.0126915,0.03896841130421351,0.009021000000000001,0.0088085,0.0096999,0.04963465803296151,14352.0,14352.0,14352.0,0.0,14336.0,14336.0,14336.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=23|op=UNARY|family=UNARY,23,UNARY,UNARY,False,1,0.219167,0.0574082,0.2199164,0.5132475040204514,0.06125,0.056382800000000004,0.2181332,0.6425940559720433,0.217667,0.0559082,0.2179914,0.5179743296448416,24576.0,24576.0,24576.0,0.0,24576.0,24576.0,24576.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=24|op=ADD|family=ADD,24,ADD,ADD,False,1,0.0114585,0.0107961,0.0158918,0.18314396033878438,0.010146,0.0092295,0.0138667,0.18842120778518928,0.009646,0.0091044,0.013974899999999998,0.20533734365275286,40960.0,40960.0,40960.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=24|op=CONCAT|family=CONCAT,24,CONCAT,CONCAT,False,1,0.217375,0.08806639999999999,0.2198252,0.38464876511249896,0.215083,0.08704999999999999,0.2175416,0.38503194603139457,0.216084,0.0863998,0.217917,0.38828027962779865,163840.0,163840.0,163840.0,0.0,163840.0,163840.0,163840.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=24|op=GATED_DELTA_NET|family=GATED_DELTA_NET,24,GATED_DELTA_NET,GATED_DELTA_NET,False,1,1.170333,1.0725412,1.1936170000000002,0.04843539987672906,1.160375,1.0666250000000002,1.1826502,0.04678050251783322,0.185959,0.12265,0.2329414,0.27193828760737215,3187072.0,3187072.0,3187072.0,0.0,3170304.0,3170304.0,3170304.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=24|op=GET_ROWS|family=GET_ROWS,24,GET_ROWS,GET_ROWS,False,1,0.037041,0.0243336,0.039025,0.20838377899555668,0.035458,0.0230336,0.0376168,0.21542976237452446,0.036291,0.022967,0.0382164,0.222881903968602,122884.0,122884.0,122884.0,0.0,122880.0,122880.0,122880.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=24|op=GLU|family=GLU,24,GLU,GLU,False,1,0.047583,0.0471582,0.1280672,0.7201657800066208,0.046333,0.0456166,0.12556680000000003,0.7273369305950098,0.044875,0.044467,0.12545,0.7501512352238303,139264.0,139264.0,139264.0,0.0,69632.0,69632.0,69632.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=24|op=L2_NORM|family=L2_NORM,24,L2_NORM,L2_NORM,False,1,0.0063125,0.0060751,0.006392,0.025497884049654817,0.0048544999999999994,0.0048083,0.0049707,0.01604335398097196,0.004125,0.0038836,0.0042291,0.038206244233259606,8192.0,8192.0,8192.0,0.0,8192.0,8192.0,8192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=24|op=MUL_MAT|family=MUL_MAT,24,MUL_MAT,MUL_MAT,False,1,2.269833,2.2640586000000003,2.300592,0.007414269088910712,2.2645,2.2588338,2.2944082,0.007278537629512179,0.158791,0.1566168,0.167908,0.03215637637352145,12554240.0,12554240.0,12554240.0,0.0,24576.0,24576.0,24576.0,0.0,12533760.0,12533760.0,12533760.0,0.0,23674880.0,23674880.0,23674880.0,0.0,2.243,2.2403332000000002,2.2682832,0.006633966342398276,0.0,0.0,0.0,
layer=24|op=MUL|family=MUL,24,MUL,MUL,False,1,0.003167,0.003125,0.0033082,0.028989491630589153,0.002125,0.0019665999999999998,0.002325,0.07443777267413916,0.001667,0.0016166,0.0018916,0.07535889168910068,384.0,384.0,384.0,0.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=24|op=RMS_NORM|family=fused:RMS_NORM,24,RMS_NORM,fused:RMS_NORM,True,2,0.050375,0.0178086,0.051641799999999995,0.4231927966736632,0.027958,0.0133586,0.0395588,0.43080429613662646,0.031125,0.0155332,0.0494668,0.4617144926338404,20480.0,20480.0,20480.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=24|op=SSM_CONV|family=SSM_CONV,24,SSM_CONV,SSM_CONV,False,1,0.041708,0.0394922,0.0442584,0.051058050824811414,0.039791,0.0382086,0.0431162,0.05452331802905444,0.014042,0.0115082,0.0177498,0.18953543907054882,327680.0,327680.0,327680.0,0.0,40960.0,40960.0,40960.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=24|op=UNARY|family=UNARY,24,UNARY,UNARY,False,1,0.004292,0.0041914,0.004458,0.028810024110266848,0.003333,0.0030752,0.0035162,0.059357758516436585,0.002958,0.0027418,0.0030504,0.053492674672678556,192.0,192.0,192.0,0.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=25|op=ADD|family=ADD,25,ADD,ADD,False,1,0.0105835,0.0100457,0.0136336,0.17242888703828002,0.009104,0.008929200000000002,0.0122043,0.1760369972377483,0.0083545,0.0080709,0.0113002,0.19928925685870552,40960.0,40960.0,40960.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=25|op=CONCAT|family=CONCAT,25,CONCAT,CONCAT,False,1,0.113417,0.0890914,0.1805584,0.3777217929572311,0.108709,0.0876662,0.17440840000000002,0.3933761453154701,0.11225,0.0875252,0.1792748,0.3826191955147518,163840.0,163840.0,163840.0,0.0,163840.0,163840.0,163840.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=25|op=GATED_DELTA_NET|family=GATED_DELTA_NET,25,GATED_DELTA_NET,GATED_DELTA_NET,False,1,1.159708,1.079234,1.1957162,0.04722488183754174,1.153,1.0740004,1.1886078,0.04708654357132947,0.203541,0.122517,0.2470918,0.2923979378383729,3187072.0,3187072.0,3187072.0,0.0,3170304.0,3170304.0,3170304.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=25|op=GET_ROWS|family=GET_ROWS,25,GET_ROWS,GET_ROWS,False,1,0.0245,0.0241,0.0338088,0.205561040500923,0.023417,0.022691,0.0327002,0.21740486877501727,0.023541,0.0231914,0.032708799999999996,0.21765318749511806,122884.0,122884.0,122884.0,0.0,122880.0,122880.0,122880.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=25|op=GLU|family=GLU,25,GLU,GLU,False,1,0.047292,0.04675,0.15270040000000001,0.8546203291706036,0.045833,0.045392,0.15002520000000003,0.8634782938203155,0.044917,0.0442332,0.1502254,0.8799126532567252,139264.0,139264.0,139264.0,0.0,69632.0,69632.0,69632.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=25|op=L2_NORM|family=L2_NORM,25,L2_NORM,L2_NORM,False,1,0.0065205,0.005808,0.0067502000000000005,0.06709301357053452,0.0051875,0.0047417,0.0053875,0.05658626338409565,0.0037914999999999997,0.0036584,0.0042877,0.07259838062996529,8192.0,8192.0,8192.0,0.0,8192.0,8192.0,8192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=25|op=MUL_MAT|family=MUL_MAT,25,MUL_MAT,MUL_MAT,False,1,2.275958,2.2581498,2.2859496,0.0054411754505529165,2.268875,2.2530664,2.2780666,0.004945421222162786,0.165541,0.1490252,0.17288299999999998,0.06671135149760862,12554240.0,12554240.0,12554240.0,0.0,24576.0,24576.0,24576.0,0.0,12533760.0,12533760.0,12533760.0,0.0,23674880.0,23674880.0,23674880.0,0.0,2.254833,2.2406748000000003,2.2640746000000003,0.004619377703408867,0.0,0.0,0.0,
layer=25|op=MUL|family=MUL,25,MUL,MUL,False,1,0.003209,0.0030002,0.0036086,0.0828070495267595,0.002209,0.0020752,0.0023838,0.061115648664352845,0.001792,0.0016582,0.0018166,0.04261340212675264,384.0,384.0,384.0,0.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=25|op=RMS_NORM|family=fused:RMS_NORM,25,RMS_NORM,fused:RMS_NORM,True,2,0.0125,0.0119584,0.0489918,0.6700818308995076,0.011625,0.0108338,0.0289926,0.4791281182666336,0.010959,0.010575399999999999,0.0399588,0.6914326226943572,20480.0,20480.0,20480.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=25|op=SSM_CONV|family=SSM_CONV,25,SSM_CONV,SSM_CONV,False,1,0.040583,0.0400172,0.0430248,0.04030196873058737,0.039167,0.038525,0.0413838,0.038942686073543425,0.013916,0.0120918,0.017233400000000003,0.16003385879507273,327680.0,327680.0,327680.0,0.0,40960.0,40960.0,40960.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=25|op=UNARY|family=UNARY,25,UNARY,UNARY,False,1,0.004542,0.00425,0.0049086,0.07031591937146767,0.003542,0.0033584,0.0037672,0.05167321740486691,0.002833,0.0026333999999999997,0.0033172,0.11905546680967106,192.0,192.0,192.0,0.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=26|op=ADD|family=ADD,26,ADD,ADD,False,1,0.0107295,0.0104252,0.0112415,0.035370618487124604,0.0098125,0.009095800000000001,0.0099917,0.04460504760560412,0.008604,0.008154100000000001,0.009358599999999998,0.06408827080803546,40960.0,40960.0,40960.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=26|op=CONCAT|family=CONCAT,26,CONCAT,CONCAT,False,1,0.088125,0.0875002,0.2128584,0.4942332111372701,0.087,0.0863748,0.1955502,0.5220765555551786,0.086375,0.08633339999999999,0.211558,0.49940817203102905,163840.0,163840.0,163840.0,0.0,163840.0,163840.0,163840.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=26|op=GATED_DELTA_NET|family=GATED_DELTA_NET,26,GATED_DELTA_NET,GATED_DELTA_NET,False,1,1.108917,1.0667,1.1527254,0.03442714338620027,1.102334,1.0602832,1.1470086,0.03479057849116033,0.099125,0.0933588,0.17438320000000002,0.34927524615992467,3187072.0,3187072.0,3187072.0,0.0,3170304.0,3170304.0,3170304.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=26|op=GET_ROWS|family=GET_ROWS,26,GET_ROWS,GET_ROWS,False,1,0.02425,0.0232584,0.032233200000000004,0.20704077175272248,0.022958,0.0221666,0.031107799999999998,0.2148097959685674,0.022917,0.0219666,0.0310338,0.21573681088695643,122884.0,122884.0,122884.0,0.0,122880.0,122880.0,122880.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=26|op=GLU|family=GLU,26,GLU,GLU,False,1,0.047459,0.0470252,0.0482334,0.012254824457322106,0.045959,0.045675,0.0465252,0.008874652708392751,0.044875,0.0446416,0.0461414,0.017776338894177585,139264.0,139264.0,139264.0,0.0,69632.0,69632.0,69632.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=26|op=L2_NORM|family=L2_NORM,26,L2_NORM,L2_NORM,False,1,0.0062295,0.0061833999999999995,0.0070919,0.08641076071559717,0.004979,0.0048252,0.0054624,0.0655696061684324,0.004,0.0038958,0.0048212,0.12746340332627593,8192.0,8192.0,8192.0,0.0,8192.0,8192.0,8192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=26|op=MUL_MAT|family=MUL_MAT,26,MUL_MAT,MUL_MAT,False,1,2.272584,2.2658834,2.2947252,0.006015193997669004,2.265625,2.2597666000000003,2.2881752,0.006111776666475986,0.158625,0.1448586,0.1707332,0.07553289040959713,12554240.0,12554240.0,12554240.0,0.0,24576.0,24576.0,24576.0,0.0,12533760.0,12533760.0,12533760.0,0.0,23674880.0,23674880.0,23674880.0,0.0,2.251167,2.24465,2.2696916,0.006072582788376796,0.0,0.0,0.0,
layer=26|op=MUL|family=MUL,26,MUL,MUL,False,1,0.00325,0.0029752,0.0034750000000000002,0.0817100066496463,0.001958,0.0017670000000000001,0.0021422,0.09030493853287007,0.001959,0.00175,0.0022166,0.10995075772115011,384.0,384.0,384.0,0.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=26|op=RMS_NORM|family=fused:RMS_NORM,26,RMS_NORM,fused:RMS_NORM,True,2,0.012917,0.012091600000000001,0.0511418,0.6794456354097689,0.011917,0.0112166,0.024191400000000002,0.3843729518950558,0.011708,0.011108400000000001,0.04317460000000001,0.6830583833304428,20480.0,20480.0,20480.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=26|op=SSM_CONV|family=SSM_CONV,26,SSM_CONV,SSM_CONV,False,1,0.038958,0.038075,0.040908400000000004,0.03647652999671698,0.037916,0.036875,0.039325,0.03180027961722336,0.016334,0.0158668,0.019116800000000003,0.09751742047487255,327680.0,327680.0,327680.0,0.0,40960.0,40960.0,40960.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=26|op=UNARY|family=UNARY,26,UNARY,UNARY,False,1,0.004584,0.0045332,0.0048254,0.034333228897410126,0.003791,0.0033832,0.0038166,0.05977990366740935,0.003209,0.0029162,0.0035418,0.08600278237945908,192.0,192.0,192.0,0.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=27|op=ADD|family=ADD,27,ADD,ADD,False,1,0.0115625,0.0108122,0.0159582,0.18435892093633435,0.0100205,0.0094834,0.0142581,0.19451599741984288,0.009479,0.0085083,0.0136958,0.22039676757751833,40960.0,40960.0,40960.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=27|op=CONT|family=CONT,27,CONT,CONT,False,1,0.008709,0.0082088,0.0093918,0.061054514866547,0.007208,0.006966600000000001,0.0073828,0.025544361584689073,0.004375,0.0042668,0.005683,0.1458041890125212,48128.0,48128.0,48128.0,0.0,24576.0,24576.0,24576.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=27|op=FLASH_ATTN_EXT|family=FLASH_ATTN_EXT,27,FLASH_ATTN_EXT,FLASH_ATTN_EXT,False,1,0.077,0.0750002,0.0782496,0.019070430721468575,0.074458,0.07304139999999999,0.0766082,0.022130236625861617,0.020584,0.0198498,0.021033,0.025730721985663396,1073664.0,1073664.0,1073664.0,0.0,24576.0,24576.0,24576.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=27|op=GLU|family=GLU,27,GLU,GLU,False,1,0.047875,0.0459914,0.213775,0.7258182833287711,0.045834,0.0448916,0.1816494,0.6693085757163527,0.044583,0.044458199999999996,0.2117666,0.7402888487156718,139264.0,139264.0,139264.0,0.0,69632.0,69632.0,69632.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=27|op=MUL_MAT|family=MUL_MAT,27,MUL_MAT,MUL_MAT,False,1,1.638958,1.6140748,1.6564834,0.011429962406851124,1.632708,1.610317,1.6493336,0.010554580529901988,0.12025,0.1085998,0.15550819999999999,0.1744418132570513,8867840.0,8867840.0,8867840.0,0.0,20480.0,20480.0,20480.0,0.0,8847360.0,8847360.0,8847360.0,0.0,16711680.0,16711680.0,16711680.0,0.0,1.594875,1.5896832,1.6334416,0.012754392784971497,0.0,0.0,0.0,
layer=27|op=MUL|family=MUL,27,MUL,MUL,False,1,0.005542,0.0053168,0.0059,0.046737922524004515,0.004625,0.0044834,0.004858,0.038076239471952295,0.003917,0.0034838,0.0041916,0.08121450293172092,49152.0,49152.0,49152.0,0.0,24576.0,24576.0,24576.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=27|op=RMS_NORM|family=fused:RMS_NORM,27,RMS_NORM,fused:RMS_NORM,True,2,0.011125,0.0108375,0.0114872,0.02605398203744256,0.0102915,0.0099793,0.010512299999999999,0.02287856612063733,0.0097705,0.009645599999999999,0.0099249,0.013373356811869705,20480.0,20480.0,20480.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=27|op=ROPE|family=ROPE,27,ROPE,ROPE,False,1,0.013895500000000002,0.0132831,0.0148916,0.05495906028479847,0.011687,0.011453999999999999,0.0120044,0.021052364558092212,0.0094795,0.008749900000000001,0.0100751,0.06647034867315511,14352.0,14352.0,14352.0,0.0,14336.0,14336.0,14336.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=27|op=UNARY|family=UNARY,27,UNARY,UNARY,False,1,0.057833,0.0574828,0.058082800000000004,0.004605292394155638,0.056917,0.0566828,0.05715,0.003719929585860925,0.055666,0.0554918,0.055741,0.0020580955321628197,24576.0,24576.0,24576.0,0.0,24576.0,24576.0,24576.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
layer=28|op=ADD|family=ADD,28,ADD,ADD,False,1,0.0113955,0.009875,0.018542000000000003,0.30274525795324914,0.009437,0.0086249,0.0160376,0.31715339119544567,0.0099375,0.0079873,0.0169794,0.36017239253355476,40960.0,40960.0,40960.0,0.0,20480.0,20480.0,20480.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
